"Rk","School","G","W","L","W-L%","SRS","SOS","W","L","W","L","W","L","Tm.","Opp.","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF","season"
"324","Valparaiso","33","18","15",".545","0.51","-0.02","9","7","12","5","6","10","2383","2225","792","1684",".470","228","609",".374","571","777",".735","324","1190","427","185","169","500","695","S"
"325","Vanderbilt","29","15","14",".517","6.48","6.93","7","10","10","6","5","8","1872","1885","644","1492",".432","175","550",".318","409","626",".653","287","1006","375","140","135","384","500","S"
"326","Vermont","30","21","9",".700","5.53","-4.50","15","1","10","2","11","7","2143","1810","717","1521",".471","174","436",".399","535","730",".733","295","1043","392","210","132","365","560","S"
"327","Villanova","30","27","3",".900","20.44","8.27","15","2","14","1","13","2","2373","2008","775","1683",".460","278","767",".362","545","755",".722","341","1118","476","199","124","363","596","S"
"328","Virginia Commonwealth","30","23","7",".767","14.43","4.69","11","4","15","0","8","7","2257","1965","787","1888",".417","221","636",".347","462","686",".673","428","1133","393","340","128","372","591","S"
"329","VMI","30","19","11",".633","-6.70","-7.40","11","5","13","2","6","9","2656","2465","945","2126",".444","273","842",".324","493","702",".702","444","1273","418","224","200","319","563","S"
"330","Virginia Tech","29","9","20",".310","2.36","6.22","2","15","8","10","1","10","1846","1958","627","1541",".407","201","554",".363","391","599",".653","321","1087","319","98","139","378","498","S"
"331","Virginia","30","25","5",".833","18.53","7.10","16","1","15","2","10","3","1986","1643","697","1536",".454","167","448",".373","425","645",".659","329","1082","402","167","116","309","480","S"
"332","Wagner","30","19","11",".633","-3.15","-6.32","12","4","10","2","9","9","2145","2045","750","1788",".419","165","492",".335","480","659",".728","387","1188","347","188","191","386","615","S"
"333","Wake Forest","30","16","14",".533","6.23","6.59","6","11","14","4","2","10","2108","2119","719","1597",".450","147","460",".320","523","809",".646","312","1061","404","168","126","373","584","S"
"334","Washington State","29","9","20",".310","0.91","7.49","2","15","6","8","3","12","1798","1952","612","1523",".402","219","666",".329","355","545",".651","283","946","302","151","84","337","529","S"
"335","Washington","30","16","14",".533","6.90","7.14","8","9","13","4","3","10","2241","2248","790","1753",".451","178","515",".346","483","641",".754","329","1036","405","160","85","345","579","S"
"336","Weber State","27","16","11",".593","-1.15","-4.23","13","6","12","2","4","9","1959","1785","635","1328",".478","187","486",".385","502","689",".729","228","933","351","114","110","338","487","S"
"337","West Virginia","30","16","14",".533","12.77","7.87","8","9","11","6","5","8","2340","2193","797","1807",".441","237","621",".382","509","702",".725","356","1076","393","188","92","286","611","S"
"338","Western Carolina","31","17","14",".548","-6.99","-6.59","10","6","11","2","6","12","2306","2252","791","1860",".425","235","656",".358","489","686",".713","414","1113","390","232","150","385","693","S"
"339","Western Illinois","29","10","19",".345","-6.37","-2.18","4","10","7","5","3","14","1788","1809","648","1416",".458","139","405",".343","353","529",".667","230","889","366","171","83","385","529","S"
"340","Western Kentucky","30","20","10",".667","-0.94","-1.46","12","5","13","4","7","6","2069","2016","687","1662",".413","223","660",".338","470","711",".661","382","1106","340","153","76","406","566","S"
"341","Western Michigan","30","21","9",".700","1.79","-1.70","14","4","13","2","8","7","2158","2021","706","1520",".464","177","536",".330","569","789",".721","292","1037","345","181","102","431","550","S"
"342","Wichita State","32","32","0","1.000","16.30","1.53","18","0","17","0","15","0","2416","1915","794","1733",".458","216","631",".342","612","837",".731","380","1236","436","224","170","338","546","S"
"343","William & Mary","29","18","11",".621","-1.87","-2.26","10","6","10","4","8","7","2121","2076","718","1521",".472","255","647",".394","430","613",".701","228","901","412","164","87","301","472","S"
"344","Winthrop","31","19","12",".613","-6.14","-6.79","10","6","12","3","7","9","2301","2200","773","1734",".446","258","649",".398","497","694",".716","315","1015","362","201","86","394","611","S"
"345","Wisconsin","30","25","5",".833","19.28","9.71","12","5","14","3","11","2","2201","1914","723","1584",".456","230","624",".369","525","697",".753","263","992","357","155","101","242","441","S"
"346","Wofford","29","17","12",".586","-4.78","-6.01","11","5","9","4","8","8","1970","1836","717","1595",".450","172","469",".367","364","538",".677","315","966","379","192","46","326","514","S"
"347","Wright State","32","19","13",".594","0.31","-2.72","10","6","13","2","6","11","2161","1987","727","1603",".454","194","545",".356","513","695",".738","239","945","428","236","94","432","635","S"
"348","Wyoming","30","17","13",".567","5.54","2.82","8","9","13","4","4","9","1937","1830","656","1374",".477","168","470",".357","457","637",".717","152","863","373","141","111","313","496","S"
"349","Xavier","31","20","11",".645","13.23","8.52","10","8","15","2","5","9","2237","2091","790","1681",".470","163","455",".358","494","719",".687","346","1129","466","185","95","394","617","S"
"350","Yale","27","15","12",".556","-1.66","-0.96","9","4","8","3","7","9","1804","1783","580","1385",".419","136","426",".319","508","731",".695","318","948","310","166","115","351","535","S"
"351","Youngstown State","32","15","17",".469","-1.80","-0.77","6","10","11","4","4","13","2461","2370","836","1822",".459","249","712",".350","540","735",".735","297","1065","499","213","86","357","607","S"
