"Rk","School","G","W","L","W-L%","SRS","SOS","W","L","W","L","W","L","Tm.","Opp.","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF","season"
"323","Villanova","34","20","14",".588","10.74","8.53","10","8","12","4","6","7","2307","2214","732","1760",".416","204","617",".331","639","889",".719","383","1234","413","263","114","533","651","R"
"324","Virginia Commonwealth","36","27","9",".750","16.89","4.47","12","4","15","2","8","3","2770","2323","1010","2243",".450","281","800",".351","469","669",".701","492","1244","521","422","109","420","708","R"
"325","VMI","31","14","17",".452","-11.40","-7.11","8","8","8","5","5","10","2423","2411","872","2011",".434","282","869",".325","397","604",".657","417","1183","465","250","135","409","538","R"
"326","Virginia Tech","32","13","19",".406","1.74","6.27","4","14","10","7","2","9","2248","2393","791","1857",".426","182","580",".314","484","683",".709","356","1145","325","138","125","385","603","R"
"327","Virginia","35","23","12",".657","12.89","4.23","11","7","20","2","3","8","2248","1945","818","1790",".457","213","553",".385","399","565",".706","298","1127","491","206","154","391","549","R"
"328","Wagner","31","19","12",".613","-3.23","-5.07","12","6","11","3","7","8","2136","2079","756","1731",".437","132","416",".317","492","698",".705","377","1152","381","253","163","472","635","R"
"329","Wake Forest","31","13","18",".419","3.41","6.15","6","12","11","5","1","10","2093","2178","717","1652",".434","168","487",".345","491","722",".680","293","1008","352","220","131","444","562","R"
"330","Washington State","32","13","19",".406","6.70","5.26","4","14","10","7","1","9","2061","2015","717","1681",".427","232","669",".347","395","574",".688","330","1067","392","144","77","385","488","R"
"331","Washington","34","18","16",".529","7.93","7.22","9","9","11","7","5","7","2309","2285","841","1931",".436","181","528",".343","446","653",".683","439","1237","405","178","141","448","584","R"
"332","Weber State","37","30","7",".811","5.87","-5.61","18","2","17","2","11","5","2800","2275","990","1957",".506","266","640",".416","554","768",".721","334","1331","518","195","165","457","623","R"
"333","West Virginia","32","13","19",".406","4.60","6.54","6","13","8","6","3","9","2116","2178","722","1769",".408","171","541",".316","501","721",".695","429","1121","396","234","118","417","626","R"
"334","Western Carolina","33","14","19",".424","-6.45","-4.42","9","9","7","6","5","11","2288","2299","828","1925",".430","207","611",".339","425","604",".704","417","1141","373","250","100","429","652","R"
"335","Western Illinois","31","22","9",".710","-1.87","-5.42","13","3","12","2","7","5","1845","1663","659","1414",".466","161","412",".391","366","570",".642","220","937","371","181","125","352","391","R"
"336","Western Kentucky","36","20","16",".556","-0.65","-1.14","10","10","11","4","4","9","2409","2364","837","1959",".427","226","709",".319","509","755",".674","441","1307","400","223","115","537","691","R"
"337","Western Michigan","35","22","13",".629","0.42","-1.43","10","6","12","2","7","10","2345","2237","785","1816",".432","188","587",".320","587","835",".703","417","1289","412","198","114","510","628","R"
"338","Wichita State","39","30","9",".769","14.68","6.09","12","6","14","2","7","5","2720","2385","954","2166",".440","259","765",".339","553","791",".699","512","1497","530","289","173","492","700","R"
"339","William & Mary","30","13","17",".433","-4.03","-3.45","7","11","8","5","5","11","2064","2048","718","1536",".467","223","591",".377","405","571",".709","260","999","428","154","91","391","466","R"
"340","Winthrop","31","14","17",".452","-8.61","-4.43","6","10","11","4","2","12","1859","1897","647","1555",".416","180","570",".316","385","560",".688","294","1009","294","150","67","403","541","R"
"341","Wisconsin","35","23","12",".657","18.76","9.73","12","6","15","3","5","6","2274","1958","823","1960",".420","259","785",".330","369","582",".634","406","1287","465","200","153","342","491","R"
"342","Wofford","32","13","19",".406","-6.74","-4.65","7","11","9","3","3","15","1858","1890","665","1696",".392","182","593",".307","346","477",".725","293","1010","369","238","72","413","554","R"
"343","Wright State","36","23","13",".639","2.25","-1.15","10","6","12","5","8","7","2233","2105","801","1826",".439","204","602",".339","427","607",".703","302","1093","430","267","69","467","656","R"
"344","Wyoming","34","20","14",".588","5.39","4.61","4","12","13","6","6","7","2074","2010","707","1655",".427","224","695",".322","436","646",".675","258","974","397","214","110","387","521","R"
"345","Xavier","31","17","14",".548","7.70","4.96","9","7","11","4","4","7","2021","1936","722","1582",".456","140","400",".350","437","655",".667","329","1092","348","164","86","402","541","R"
"346","Yale","31","14","17",".452","-3.95","-0.81","8","6","8","4","5","11","2079","2056","697","1620",".430","184","524",".351","501","688",".728","369","1074","400","197","92","443","579","R"
"347","Youngstown State","34","18","16",".529","-2.14","-0.81","7","9","12","5","6","8","2426","2356","853","1979",".431","245","707",".347","475","686",".692","345","1199","504","231","182","398","579","R"
